municipality,oevk,no_votes18,opp_18,fidesz_18,jobbik18,m_type,no_votes22,fidesz22,opp_alliance22,mi_hazank22,opp_affiliation22,opp_won22,opp22is_jobbik18,mihazank22is_jobbik18,jobbik18on_mihazank22list,jobbik18on_opp22list,jobbik18on_preelection
Balmazújváros,Hajdú-Bihar megye 6. számú egyéni választókerület,8862,4104,4613,2859,Középváros,9126,5350,2898,683,JOBBIK,0,0,0,0,0,0
Balogunyom,Vas megye 1. számú egyéni választókerület,698,241,438,97,Falu,690,434,194,36,DK,0,0,0,0,1,0
Balotaszállás,Bács-Kiskun megye 5. számú egyéni választókerület,689,203,477,130,Falu,661,468,122,61,DK,0,0,0,0,0,0
Balsa,Szabolcs-Szatmár-Bereg megye 2. számú egyéni választókerület,393,170,220,127,Falu,370,250,89,20,MSZP,0,0,0,0,0,0
Bálványos,Somogy megye 4. számú egyéni választókerület,269,124,138,73,Falu,278,173,85,0,JOBBIK,0,1,0,0,1,1
Bana,Komárom-Esztergom megye 3. számú egyéni választókerület,805,366,426,214,Falu,846,527,271,24,MSZP,0,0,0,0,0,0
Bánd,Veszprém megye 1. számú egyéni választókerület,431,66,248,45,Falu,419,232,139,28,DK,0,0,0,0,0,0
Bánfa,Baranya megye 4. számú egyéni választókerület,77,44,30,8,Falu,77,52,20,3,DK,0,0,0,0,0,0
Bánhorváti,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,733,265,427,168,Falu,688,491,152,27,JOBBIK,0,0,0,0,0,0
Bánk,Nógrád megye 2. számú egyéni választókerület,414,198,207,114,Falu,450,245,118,70,MOMENTUM,0,0,0,0,0,0
Bánokszentgyörgy,Zala megye 3. számú egyéni választókerület,302,127,169,106,Falu,301,209,66,17,DK,0,0,0,0,0,0
Bánréve,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,567,342,211,196,Falu,569,294,205,36,MSZP,0,0,0,0,0,1
Bár,Baranya megye 3. számú egyéni választókerület,286,110,172,74,Falu,306,187,77,38,JOBBIK,0,0,0,0,0,0
Barabás,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,480,148,317,112,Falu,411,294,84,25,DK,0,0,0,0,0,0
Baracs,Fejér megye 5. számú egyéni választókerület,1921,1014,837,706,Falu,1911,924,789,114,DK,0,0,0,1,0,0
Baracska,Fejér megye 3. számú egyéni választókerület,1461,636,815,352,Falu,1538,916,457,95,DK,0,0,0,0,1,0
Báránd,Hajdú-Bihar megye 5. számú egyéni választókerület,1260,532,659,378,Falu,1181,774,310,83,MOMENTUM,0,0,0,0,0,0
Baranyahídvég,Baranya megye 4. számú egyéni választókerület,100,19,72,11,Falu,82,72,6,3,DK,0,0,0,0,0,0
Baranyajenő,Baranya megye 4. számú egyéni választókerület,210,88,119,39,Falu,193,132,47,4,DK,0,0,0,0,0,0
Baranyaszentgyörgy,Baranya megye 4. számú egyéni választókerület,78,14,63,5,Falu,62,54,2,3,DK,0,0,0,0,0,0
Barbacs,Győr-Moson-Sopron megye 3. számú egyéni választókerület,416,151,262,106,Falu,434,301,102,28,MSZP,0,0,0,0,1,1
Barcs,Somogy megye 2. számú egyéni választókerület,7358,4391,2857,3601,Kisváros,6617,3074,3164,314,JOBBIK,0,1,0,0,1,1
Bárdudvarnok,Somogy megye 2. számú egyéni választókerület,590,254,316,193,Falu,591,339,199,38,JOBBIK,0,1,0,0,1,1
Barlahida,Zala megye 1. számú egyéni választókerület,77,35,41,27,Falu,72,38,28,2,DK,0,0,0,0,1,1
Bárna,Nógrád megye 1. számú egyéni választókerület,543,167,346,81,Falu,493,358,102,28,DK,0,0,0,0,1,0
Barnag,Veszprém megye 2. számú egyéni választókerület,69,22,45,19,Falu,77,56,16,3,DK,0,0,0,0,0,0
Bársonyos,Komárom-Esztergom megye 3. számú egyéni választókerület,377,113,261,95,Falu,368,262,69,23,MSZP,0,0,0,0,0,0
Basal,Baranya megye 4. számú egyéni választókerület,93,41,46,11,Falu,104,59,29,8,DK,0,0,0,0,0,0
Baskó,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,115,52,58,14,Falu,130,106,15,5,JOBBIK,0,0,0,0,0,0
Báta,Tolna megye 1. számú egyéni választókerület,778,163,592,48,Falu,825,621,150,33,MSZP,0,0,0,0,0,0
Bátaapáti,Tolna megye 2. számú egyéni választókerület,226,107,113,82,Falu,207,134,57,11,DK,0,0,0,0,0,0
Bátaszék,Tolna megye 1. számú egyéni választókerület,3326,1493,1741,412,Kisváros,3310,1801,1116,278,MSZP,0,0,0,0,0,0
Baté,Somogy megye 4. számú egyéni választókerület,422,211,200,81,Falu,422,256,144,0,JOBBIK,0,1,0,0,1,1
Bátmonostor,Bács-Kiskun megye 6. számú egyéni választókerület,814,260,550,139,Falu,791,532,182,61,MOMENTUM,0,0,0,0,0,0
Bátonyterenye,Nógrád megye 1. számú egyéni választókerület,6131,3186,2715,1756,Kisváros,5523,2765,2248,320,DK,0,0,0,0,1,0
Bátor,Heves megye 2. számú egyéni választókerület,198,98,98,80,Falu,226,119,72,32,JOBBIK,0,0,0,0,0,0
Bátorliget,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,329,138,187,66,Falu,346,198,111,25,JOBBIK,0,0,0,0,0,0
Battonya,Békés megye 4. számú egyéni választókerület,2522,1360,1052,1052,Kisváros,2252,1009,867,90,JOBBIK,0,1,0,0,0,1
Bátya,Bács-Kiskun megye 3. számú egyéni választókerület,1117,515,578,316,Falu,1042,620,325,68,DK,0,0,0,0,0,0
Batyk,Zala megye 2. számú egyéni választókerület,170,73,94,52,Falu,182,118,43,14,MOMENTUM,0,0,0,0,0,0
Bázakerettye,Zala megye 3. számú egyéni választókerület,396,237,149,170,Falu,395,150,193,38,DK,0,0,0,0,0,0
Bazsi,Veszprém megye 3. számú egyéni választókerület,210,93,113,76,Falu,216,123,74,0,JOBBIK,0,1,0,0,1,1
Béb,Veszprém megye 4. számú egyéni választókerület,157,43,113,22,Falu,143,106,29,7,MSZP,0,0,0,0,0,0
Becsehely,Zala megye 3. számú egyéni választókerület,1112,553,529,434,Falu,1086,601,364,76,DK,0,0,0,0,0,0
Becske,Nógrád megye 2. számú egyéni választókerület,321,128,182,81,Falu,292,164,43,69,MOMENTUM,0,0,0,0,0,0
Becskeháza,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,23,6,16,3,Falu,24,13,9,1,MSZP,0,0,0,0,0,1
Becsvölgye,Zala megye 1. számú egyéni választókerület,424,145,274,94,Falu,420,266,100,28,DK,0,0,0,0,1,1
Bedegkér,Somogy megye 4. számú egyéni választókerület,165,44,118,18,Falu,152,124,26,0,JOBBIK,0,1,0,0,1,1
Bedő,Hajdú-Bihar megye 4. számú egyéni választókerület,171,31,140,19,Falu,174,149,13,1,MOMENTUM,0,0,0,0,0,0
Bejcgyertyános,Vas megye 3. számú egyéni választókerület,274,79,193,56,Falu,251,194,39,16,LMP,0,0,0,0,0,1
Békás,Veszprém megye 4. számú egyéni választókerület,114,25,89,22,Falu,116,94,18,3,MSZP,0,0,0,0,0,0
Bekecs,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,1342,634,675,476,Falu,1358,828,493,0,MSZP,0,0,0,0,0,0
Békés,Békés megye 2. számú egyéni választókerület,12244,5108,6524,3435,Középváros,11472,6524,3125,1346,DK,0,0,0,0,0,0
Békéscsaba,Békés megye 1. számú egyéni választókerület,36167,19297,15395,12378,Nagyváros,34595,15840,14576,2347,JOBBIK,0,0,0,0,0,0
Békéssámson,Békés megye 4. számú egyéni választókerület,1136,489,600,372,Falu,1162,723,306,99,JOBBIK,0,1,0,0,0,1
Békésszentandrás,Békés megye 2. számú egyéni választókerület,1995,958,996,702,Falu,1999,1068,645,173,DK,0,0,0,0,0,0
Bekölce,Heves megye 2. számú egyéni választókerület,325,107,215,77,Falu,302,209,59,26,JOBBIK,0,0,0,0,0,0
Bélapátfalva,Heves megye 2. számú egyéni választókerület,1456,631,806,467,Falu,1392,844,403,85,JOBBIK,0,0,0,0,0,0
Bélavár,Somogy megye 2. számú egyéni választókerület,201,84,106,78,Falu,190,133,52,5,JOBBIK,0,1,0,0,1,1
Belecska,Tolna megye 3. számú egyéni választókerület,141,63,76,45,Falu,151,90,42,17,JOBBIK,0,1,0,0,1,1
Beled,Győr-Moson-Sopron megye 3. számú egyéni választókerület,1569,547,1010,347,Falu,1508,1066,358,71,MSZP,0,0,0,0,1,1
Beleg,Somogy megye 2. számú egyéni választókerület,290,94,188,80,Falu,264,191,64,7,JOBBIK,0,1,0,0,1,1
Belezna,Zala megye 3. számú egyéni választókerület,336,135,196,91,Falu,351,225,100,17,DK,0,0,0,0,0,0
Bélmegyer,Békés megye 3. számú egyéni választókerület,537,218,299,146,Falu,490,309,116,49,DK,0,0,0,0,0,0
Beloiannisz,Fejér megye 3. számú egyéni választókerület,580,300,269,122,Falu,578,351,160,28,DK,0,0,0,0,1,0
Belsősárd,Zala megye 1. számú egyéni választókerület,68,18,48,11,Falu,60,42,12,3,DK,0,0,0,0,1,1
Belvárdgyula,Baranya megye 3. számú egyéni választókerület,192,77,113,37,Falu,196,141,42,12,JOBBIK,0,0,0,0,0,0
Benk,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,278,96,179,80,Falu,242,144,86,11,DK,0,0,0,0,0,0
Bénye,Pest megye 10. számú egyéni választókerület,706,320,378,181,Falu,716,457,172,57,PÁRBESZÉD,0,0,0,0,0,0
Bér,Nógrád megye 2. számú egyéni választókerület,190,60,128,50,Falu,205,155,39,9,MOMENTUM,0,0,0,0,0,0
Bérbaltavár,Vas megye 3. számú egyéni választókerület,245,66,171,43,Falu,226,174,40,10,LMP,0,0,0,0,0,1
Bercel,Nógrád megye 2. számú egyéni választókerület,980,398,568,306,Falu,942,607,172,128,MOMENTUM,0,0,0,0,0,0
Beregdaróc,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,493,117,355,104,Falu,414,294,101,12,DK,0,0,0,0,0,0
Beregsurány,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,447,71,359,54,Falu,358,275,71,4,DK,0,0,0,0,0,0
Berekböszörmény,Hajdú-Bihar megye 4. számú egyéni választókerület,807,250,547,184,Falu,748,585,108,27,MOMENTUM,0,0,0,0,0,0
Berekfürdő,Jász-Nagykun-Szolnok megye 3. számú egyéni választókerület,678,316,350,257,Falu,717,411,264,32,JOBBIK,0,1,0,0,1,1
Beremend,Baranya megye 3. számú egyéni választókerület,1264,619,605,403,Falu,1247,661,505,43,JOBBIK,0,0,0,0,0,0
Berente,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,521,330,176,219,Falu,465,214,179,47,JOBBIK,0,0,0,0,0,0
Beret,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,112,22,58,8,Falu,131,117,12,1,JOBBIK,0,0,0,0,0,0
Berettyóújfalu,Hajdú-Bihar megye 4. számú egyéni választókerület,9529,5237,4182,3571,Kisváros,8961,4133,3008,419,MOMENTUM,0,0,0,0,0,0
Berhida,Veszprém megye 2. számú egyéni választókerület,2630,1089,1465,766,Kisváros,2588,1538,705,219,DK,0,0,0,0,0,0
Berkenye,Nógrád megye 2. számú egyéni választókerület,389,129,248,91,Falu,412,265,86,43,MOMENTUM,0,0,0,0,0,0
Berkesd,Baranya megye 2. számú egyéni választókerület,397,122,262,65,Falu,416,276,93,24,MSZP,0,0,0,0,1,0
Berkesz,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,475,132,336,94,Falu,435,309,108,15,JOBBIK,0,0,0,0,1,1
Bernecebaráti,Pest megye 4. számú egyéni választókerület,441,139,290,103,Falu,440,301,83,38,JOBBIK,0,0,0,0,0,0
Berzék,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,485,168,309,150,Falu,491,376,80,14,MSZP,0,0,0,0,0,0
Berzence,Somogy megye 2. számú egyéni választókerület,1209,455,738,381,Falu,1160,779,324,50,JOBBIK,0,1,0,0,1,1
Besence,Baranya megye 4. számú egyéni választókerület,54,11,20,4,Falu,50,38,7,3,DK,0,0,0,0,0,0
Besenyőd,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,334,97,226,80,Falu,344,272,45,23,JOBBIK,0,0,1,1,0,0
Besenyőtelek,Heves megye 1. számú egyéni választókerület,1222,497,699,436,Falu,1204,808,306,56,DK,0,0,0,0,0,0
Besenyszög,Jász-Nagykun-Szolnok megye 1. számú egyéni választókerület,1820,829,953,577,Falu,1717,956,538,124,DK,0,0,0,0,0,0
Besnyő,Fejér megye 3. számú egyéni választókerület,928,451,467,255,Falu,978,572,268,64,DK,0,0,0,0,1,0
Beszterec,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,403,121,269,99,Falu,398,296,69,21,JOBBIK,0,0,0,0,1,1
Bezedek,Baranya megye 3. számú egyéni választókerület,134,26,107,13,Falu,94,80,12,2,JOBBIK,0,0,0,0,0,0
Bezenye,Győr-Moson-Sopron megye 5. számú egyéni választókerület,700,195,487,113,Falu,692,526,120,24,JOBBIK,0,0,0,0,0,0
Bezeréd,Zala megye 2. számú egyéni választókerület,80,33,46,21,Falu,88,57,19,7,MOMENTUM,0,0,0,0,0,0
Bezi,Győr-Moson-Sopron megye 3. számú egyéni választókerület,290,94,194,54,Falu,294,190,69,30,MSZP,0,0,0,0,1,1
Biatorbágy,Pest megye 2. számú egyéni választókerület,7422,3715,3466,821,Kisváros,8156,4014,3398,350,MOMENTUM,0,0,0,0,0,0
Bicsérd,Baranya megye 4. számú egyéni választókerület,530,245,259,112,Falu,519,303,151,32,DK,0,0,0,0,0,0
Bicske,Fejér megye 3. számú egyéni választókerület,8231,4126,4038,2035,Kisváros,8138,4312,2969,437,DK,0,0,0,0,1,0
Bihardancsháza,Hajdú-Bihar megye 4. számú egyéni választókerület,106,37,66,25,Falu,105,66,13,3,MOMENTUM,0,0,0,0,0,0
Biharkeresztes,Hajdú-Bihar megye 4. számú egyéni választókerület,2024,930,1062,658,Falu,2091,1333,539,87,MOMENTUM,0,0,0,0,0,0
Biharnagybajom,Hajdú-Bihar megye 4. számú egyéni választókerület,1038,477,540,345,Falu,1033,655,207,83,MOMENTUM,0,0,0,0,0,0
Bihartorda,Hajdú-Bihar megye 4. számú egyéni választókerület,461,205,253,135,Falu,420,252,90,27,MOMENTUM,0,0,0,0,0,0
Biharugra,Békés megye 3. számú egyéni választókerület,559,175,380,93,Falu,505,368,116,15,DK,0,0,0,0,0,0
Bikács,Tolna megye 3. számú egyéni választókerület,206,55,147,29,Falu,222,163,24,15,JOBBIK,0,1,0,0,1,1
Bikal,Baranya megye 3. számú egyéni választókerület,411,254,142,145,Falu,375,156,189,20,JOBBIK,0,0,0,0,0,0
Biri,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,703,325,342,189,Falu,661,389,210,36,JOBBIK,0,0,0,0,0,0
Birján,Baranya megye 3. számú egyéni választókerület,288,126,151,80,Falu,298,158,109,23,JOBBIK,0,0,0,0,0,0
Bisse,Baranya megye 4. számú egyéni választókerület,116,36,69,14,Falu,116,80,25,4,DK,0,0,0,0,0,0
Bő,Vas megye 2. számú egyéni választókerület,430,139,283,87,Falu,337,250,77,9,MSZP,0,0,0,0,0,0
Boba,Vas megye 3. számú egyéni választókerület,527,148,373,114,Falu,448,304,104,24,LMP,0,0,0,0,0,1
Bocfölde,Zala megye 1. számú egyéni választókerület,656,262,382,138,Falu,506,358,95,46,DK,0,0,0,0,1,1
Boconád,Heves megye 3. számú egyéni választókerület,675,341,330,247,Falu,678,429,164,37,MSZP,0,0,0,0,0,0
Bőcs,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,1301,581,699,493,Falu,153,108,18,15,MSZP,0,0,0,0,0,0
Bócsa,Bács-Kiskun megye 4. számú egyéni választókerület,958,331,590,230,Falu,665,394,196,55,LMP,0,0,0,0,0,0
Bocska,Zala megye 3. számú egyéni választókerület,145,52,91,36,Falu,1303,809,377,0,DK,0,0,0,0,0,0
Bocskaikert,Hajdú-Bihar megye 3. számú egyéni választókerület,1746,772,919,549,Falu,935,609,185,84,JOBBIK,0,0,0,0,0,0
Boda,Baranya megye 4. számú egyéni választókerület,228,96,123,45,Falu,141,96,26,11,DK,0,0,0,0,0,0
Bodajk,Fejér megye 2. számú egyéni választókerület,2381,1038,1292,758,Falu,2069,1194,634,167,JOBBIK,0,1,0,0,1,1
Böde,Zala megye 1. számú egyéni választókerület,146,40,103,26,Falu,167,132,21,8,DK,0,0,0,0,1,1
Bödeháza,Zala megye 1. számú egyéni választókerület,34,4,30,2,Falu,234,161,48,16,DK,0,0,0,0,1,1
Bodmér,Fejér megye 3. számú egyéni választókerület,166,86,80,55,Falu,234,144,56,17,DK,0,0,0,0,1,0
Bodolyabér,Baranya megye 4. számú egyéni választókerület,121,42,74,18,Falu,2276,1256,656,250,DK,0,0,0,0,0,0
Bodonhely,Győr-Moson-Sopron megye 3. számú egyéni választókerület,188,58,128,50,Falu,166,93,56,14,MSZP,0,0,0,0,1,1
Bodony,Heves megye 2. számú egyéni választókerület,385,155,223,135,Falu,102,69,25,5,JOBBIK,0,0,0,0,0,0
Bodorfa,Veszprém megye 3. számú egyéni választókerület,56,16,40,14,Falu,197,151,21,20,JOBBIK,0,1,0,0,1,1
Bodrog,Somogy megye 3. számú egyéni választókerület,219,101,113,81,Falu,402,263,109,23,JOBBIK,0,1,0,0,1,1
Bodroghalom,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,528,261,253,185,Falu,51,32,15,0,JOBBIK,0,0,0,0,0,0
Bodrogkeresztúr,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,628,280,342,196,Falu,197,123,54,16,MSZP,0,0,0,0,0,0
Bodrogkisfalud,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,485,235,235,165,Falu,481,269,181,18,MSZP,0,0,0,0,0,0
Bodrogolaszi,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,438,253,178,113,Falu,595,378,193,0,JOBBIK,0,0,0,0,0,0
Bódvalenke,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,65,2,52,1,Falu,477,299,166,0,MSZP,0,0,0,0,0,1
Bódvarákó,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,51,17,31,15,Falu,427,237,144,29,MSZP,0,0,0,0,0,1
Bódvaszilas,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,577,236,338,193,Falu,111,111,0,0,MSZP,0,0,0,0,0,1
Bogács,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,1101,476,598,354,Falu,45,38,3,2,MSZP,0,0,0,0,0,0
Bogád,Baranya megye 2. számú egyéni választókerület,576,279,260,152,Falu,495,324,112,24,MSZP,0,0,0,0,1,0
Bogádmindszent,Baranya megye 4. számú egyéni választókerület,199,60,124,22,Falu,1066,644,282,83,DK,0,0,0,0,0,0
Bogdása,Baranya megye 4. számú egyéni választókerület,109,35,68,14,Falu,598,297,215,27,DK,0,0,0,0,0,0
Bögöt,Vas megye 2. számú egyéni választókerület,251,66,183,44,Falu,100,65,27,6,MSZP,0,0,0,0,0,0
Bögöte,Vas megye 3. számú egyéni választókerület,182,76,105,55,Falu,158,117,23,8,LMP,0,0,0,0,0,1
Bogyiszló,Tolna megye 1. számú egyéni választókerület,1034,307,712,113,Falu,209,135,40,23,MSZP,0,0,0,0,0,0
Bogyoszló,Győr-Moson-Sopron megye 3. számú egyéni választókerület,377,157,219,118,Falu,122,97,12,10,MSZP,0,0,0,0,1,1
Böhönye,Somogy megye 3. számú egyéni választókerület,1136,496,605,428,Falu,32,27,0,5,JOBBIK,0,1,0,0,1,1
Bojt,Hajdú-Bihar megye 4. számú egyéni választókerület,239,54,182,42,Falu,1051,761,219,42,MOMENTUM,0,0,0,0,0,0
Bókaháza,Zala megye 2. számú egyéni választókerület,148,45,102,23,Falu,361,254,89,15,MOMENTUM,0,0,0,0,0,0
Bokod,Komárom-Esztergom megye 3. számú egyéni választókerület,1217,499,708,289,Falu,237,187,31,11,MSZP,0,0,0,0,0,0
Bököny,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,1327,305,1008,211,Falu,238,194,29,12,JOBBIK,0,0,0,0,0,0
Bokor,Nógrád megye 1. számú egyéni választókerület,77,42,33,7,Falu,152,117,22,11,DK,0,0,0,0,1,0
Bölcske,Tolna megye 3. számú egyéni választókerület,1450,472,950,287,Falu,199,125,62,9,JOBBIK,0,1,0,0,1,1
Boldog,Heves megye 3. számú egyéni választókerület,1653,592,1042,470,Falu,1214,698,383,90,MSZP,0,0,0,0,0,0
Boldogasszonyfa,Baranya megye 4. számú egyéni választókerület,233,84,146,28,Falu,63,36,22,5,DK,0,0,0,0,0,0
Boldogkőújfalu,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,154,38,112,26,Falu,1598,1078,318,172,JOBBIK,0,0,0,0,0,0
Boldogkőváralja,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,459,208,228,130,Falu,212,154,34,16,JOBBIK,0,0,0,0,0,0
Boldva,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,1015,492,489,309,Falu,206,186,15,2,JOBBIK,0,0,0,0,0,0
Bolhás,Somogy megye 2. számú egyéni választókerület,243,89,152,80,Falu,458,271,149,17,JOBBIK,0,1,0,0,1,1
Bolhó,Somogy megye 2. számú egyéni választókerület,306,112,178,93,Falu,987,569,307,72,JOBBIK,0,1,0,0,1,1
Bóly,Baranya megye 3. számú egyéni választókerület,1978,820,1120,516,Falu,230,166,61,2,JOBBIK,0,0,0,0,0,0
Boncodfölde,Zala megye 1. számú egyéni választókerület,198,76,115,37,Falu,292,217,64,9,DK,0,0,0,0,1,1
Bonnya,Somogy megye 4. számú egyéni választókerület,135,43,90,30,Falu,1153,747,312,75,JOBBIK,0,1,0,0,1,1
Bőny,Győr-Moson-Sopron megye 2. számú egyéni választókerület,1178,555,617,450,Falu,1018,619,344,53,DK,0,0,0,0,0,0
Bonyhád,Tolna megye 2. számú egyéni választókerület,7582,2691,4708,1609,Falu,1948,1122,645,139,DK,0,0,0,0,0,0
Bonyhádvarasd,Tolna megye 2. számú egyéni választókerület,269,69,196,41,Falu,218,125,64,18,DK,0,0,0,0,0,0
Börcs,Győr-Moson-Sopron megye 5. számú egyéni választókerület,724,338,358,221,Falu,1353,1146,142,45,JOBBIK,0,0,0,0,0,0
Bordány,Csongrád megye 2. számú egyéni választókerület,1646,692,906,203,Kisváros,7169,4587,2016,344,MOMENTUM,0,0,0,0,0,0
Borgáta,Vas megye 3. számú egyéni választókerület,74,23,51,14,Falu,252,177,50,17,LMP,0,0,0,0,0,1
Borjád,Baranya megye 3. számú egyéni választókerület,191,49,132,37,Falu,125,104,17,0,JOBBIK,0,0,0,0,0,0
Borota,Bács-Kiskun megye 5. számú egyéni választókerület,661,239,414,197,Falu,1718,980,465,203,DK,0,0,0,0,0,0
Borsfa,Zala megye 3. számú egyéni választókerület,374,169,201,118,Falu,88,51,25,8,DK,0,0,0,0,0,0
Borsodbóta,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,324,196,110,117,Falu,202,138,34,28,MSZP,0,0,0,0,0,1
Borsodgeszt,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,166,59,104,48,Falu,592,383,142,64,MSZP,0,0,0,0,0,0
Borsodivánka,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,300,145,139,91,Falu,344,229,84,19,MSZP,0,0,0,0,0,0
Borsodnádasd,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,1390,712,649,565,Falu,313,179,95,19,MSZP,0,0,0,0,0,1
Borsodszentgyörgy,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,608,269,324,227,Falu,169,122,30,10,MSZP,0,0,0,0,0,1
Borsodszirák,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,516,188,305,107,Falu,299,174,79,21,JOBBIK,0,0,0,0,0,0
Borsosberény,Nógrád megye 2. számú egyéni választókerület,456,226,221,128,Falu,1253,760,332,98,MOMENTUM,0,0,0,0,0,0
Borszörcsök,Veszprém megye 4. számú egyéni választókerület,180,40,138,29,Falu,567,354,130,50,MSZP,0,0,0,0,0,0
